created_at,entry_id,field1,field2,field3,field4,field5,latitude,longitude,elevation,status
2024-11-25T19:22:48+00:00,40,23,53,33.6746,28385,1,,,,
2024-11-25T19:23:08+00:00,41,23,53,168.373,28529,1,,,,
2024-11-25T19:23:28+00:00,42,23,53,168.373,28401,1,,,,
2024-11-25T19:23:48+00:00,43,23,53,168.373,28417,1,,,,
2024-11-25T19:24:08+00:00,44,23,53,50.5118,28289,1,,,,
2024-11-25T19:24:28+00:00,45,23,53,16.8373,28401,1,,,,
2024-11-25T19:24:48+00:00,46,23,53,168.373,28465,1,,,,
2024-11-25T19:25:08+00:00,47,23,53,168.373,28305,1,,,,
2024-11-25T19:25:28+00:00,48,23,53,168.373,28401,1,,,,
2024-11-25T19:25:48+00:00,49,22,53,168.373,28737,1,,,,
2024-11-25T19:26:09+00:00,50,22,53,151.536,28513,1,,,,
2024-11-25T19:26:28+00:00,51,22,53,168.373,28545,1,,,,
2024-11-25T19:26:48+00:00,52,22,53,151.536,28433,1,,,,
2024-11-25T19:27:08+00:00,53,22,53,168.373,28273,1,,,,
2024-11-25T19:27:30+00:00,54,22,53,33.6746,28353,1,,,,
2024-11-25T19:27:48+00:00,55,22,53,168.373,28529,1,,,,
2024-11-25T19:28:08+00:00,56,22,53,50.5118,28529,1,,,,
2024-11-25T19:28:28+00:00,57,22,53,151.536,28353,1,,,,
2024-11-25T19:28:48+00:00,58,22,53,151.536,28497,1,,,,
2024-11-25T19:29:09+00:00,59,22,53,151.536,28673,1,,,,
2024-11-25T19:29:28+00:00,60,22,53,151.536,28545,1,,,,
2024-11-25T19:29:48+00:00,61,22,53,168.373,28529,1,,,,
2024-11-25T19:30:08+00:00,62,22,53,168.373,28401,1,,,,
2024-11-25T19:30:28+00:00,63,22,53,168.373,28385,1,,,,
2024-11-25T19:30:48+00:00,64,22,53,168.373,28497,1,,,,
2024-11-25T19:31:08+00:00,65,22,53,168.373,28449,1,,,,
2024-11-25T19:31:28+00:00,66,22,53,168.373,28401,1,,,,
2024-11-25T19:31:48+00:00,67,22,53,168.373,28353,1,,,,
2024-11-25T19:32:08+00:00,68,22,53,168.373,28369,1,,,,
2024-11-25T19:32:29+00:00,69,22,54,168.373,28337,1,,,,
2024-11-25T19:32:48+00:00,70,22,54,168.373,28401,1,,,,
2024-11-25T19:33:08+00:00,71,22,54,168.373,28529,1,,,,
2024-11-25T19:33:28+00:00,72,22,53,168.373,28465,1,,,,
2024-11-25T19:33:48+00:00,73,22,53,33.6746,28401,1,,,,
2024-11-25T19:34:08+00:00,74,22,53,185.21,28625,1,,,,
2024-11-25T19:34:28+00:00,75,22,53,168.373,28513,1,,,,
2024-11-25T19:34:48+00:00,76,22,53,185.21,28545,1,,,,
2024-11-25T19:35:09+00:00,77,22,53,168.373,28481,1,,,,
2024-11-26T08:06:32+00:00,78,22,57,173,18881,1,,,,
2024-11-26T08:06:49+00:00,79,22,57,155,18593,1,,,,
2024-11-26T08:07:09+00:00,80,22,57,173,19649,1,,,,
2024-11-26T08:07:29+00:00,81,22,57,156,19921,1,,,,
2024-11-26T08:07:49+00:00,82,22,57,173,19393,1,,,,
2024-11-26T08:10:41+00:00,83,22,57,154,22849,1,,,,
2024-11-26T08:12:33+00:00,84,22,57,173,25649,1,,,,
2024-11-26T08:12:48+00:00,85,22,57,173,26641,1,,,,
2024-11-26T08:13:04+00:00,86,22,57,173,26481,1,,,,
2024-11-26T08:13:19+00:00,87,22,57,173,26097,1,,,,
2024-11-26T08:13:34+00:00,88,22,57,156,32465,2,,,,
2024-11-26T08:13:49+00:00,89,22,57,173,35970,2,,,,
2024-11-26T08:14:05+00:00,90,22,57,156,36818,2,,,,
2024-11-26T08:14:20+00:00,91,22,57,173,37202,2,,,,
2024-11-26T08:14:36+00:00,92,22,57,173,38066,2,,,,
2024-11-26T08:14:52+00:00,93,22,57,173,38674,2,,,,
2024-11-26T08:15:07+00:00,94,22,57,173,39026,2,,,,
2024-11-26T08:15:23+00:00,95,22,57,173,39266,2,,,,
2024-11-26T08:15:38+00:00,96,22,57,156,39842,2,,,,
2024-11-26T08:15:53+00:00,97,22,57,156,40946,2,,,,
2024-11-26T08:16:09+00:00,98,22,57,139,42162,2,,,,
2024-11-26T08:16:24+00:00,99,22,57,173,44210,2,,,,
2024-11-26T08:16:39+00:00,100,22,57,173,44626,2,,,,
2024-11-26T08:16:55+00:00,101,22,57,139,45058,2,,,,
2024-11-26T08:17:10+00:00,102,22,57,173,45330,2,,,,
2024-11-26T08:17:25+00:00,103,22,57,173,45106,2,,,,
2024-11-26T08:17:41+00:00,104,22,57,156,44866,2,,,,
2024-11-26T08:17:56+00:00,105,22,57,156,43890,2,,,,
2024-11-26T08:18:11+00:00,106,22,57,173,42146,2,,,,
2024-11-26T08:18:27+00:00,107,22,57,173,41826,2,,,,
2024-11-26T08:18:42+00:00,108,22,57,173,40962,2,,,,
2024-11-26T08:18:57+00:00,109,22,57,173,40130,2,,,,
2024-11-26T08:19:13+00:00,110,22,57,156,41410,2,,,,
2024-11-26T08:19:28+00:00,111,22,57,156,44834,2,,,,
2024-11-26T08:19:43+00:00,112,22,58,173,45794,2,,,,
2024-11-26T08:19:59+00:00,113,22,57,160,45858,2,,,,
2024-11-26T08:20:14+00:00,114,22,57,177,45954,2,,,,
2024-11-26T08:20:29+00:00,115,22,57,168,45810,2,,,,
2024-11-26T08:20:45+00:00,116,22,57,168,45842,2,,,,
2024-11-26T08:21:00+00:00,117,22,57,160,45842,2,,,,
2024-11-26T08:21:16+00:00,118,22,57,168,45842,2,,,,
2024-11-26T08:21:31+00:00,119,22,57,177,45970,2,,,,
2024-11-26T08:21:46+00:00,120,22,57,177,45954,2,,,,
2024-11-26T08:22:02+00:00,121,22,57,168,45890,2,,,,
2024-11-26T08:22:17+00:00,122,22,57,168,45922,2,,,,
2024-11-26T08:22:32+00:00,123,22,57,168,45938,2,,,,
2024-11-26T08:22:48+00:00,124,22,57,177,45938,2,,,,
2024-11-26T08:23:03+00:00,125,22,57,177,45810,2,,,,
2024-11-26T08:23:18+00:00,126,22,57,168,45874,2,,,,
2024-11-26T08:23:33+00:00,127,22,57,168,45842,2,,,,
2024-11-26T08:23:49+00:00,128,22,57,152,45874,2,,,,
2024-11-26T08:24:04+00:00,129,22,57,177,45874,2,,,,
2024-11-26T08:24:20+00:00,130,22,57,168,45906,2,,,,
2024-11-26T08:24:35+00:00,131,22,57,152,45874,2,,,,
2024-11-26T08:24:50+00:00,132,22,57,168,45874,2,,,,
2024-11-26T08:25:06+00:00,133,22,57,152,45954,2,,,,
2024-11-26T08:25:21+00:00,134,22,57,168,45890,2,,,,
2024-11-26T08:25:36+00:00,135,22,57,168,45858,2,,,,
2024-11-26T08:25:52+00:00,136,22,57,168,46002,2,,,,
2024-11-26T08:26:07+00:00,137,22,57,168,45858,2,,,,
2024-11-26T08:26:22+00:00,138,22,57,160,45826,2,,,,
2024-11-26T08:26:38+00:00,139,22,57,168,45938,2,,,,
2024-11-26T08:26:53+00:00,140,22,57,168,45746,2,,,,
2024-11-26T08:27:08+00:00,141,22,57,168,45858,2,,,,
2024-11-26T08:27:24+00:00,142,22,57,160,45874,2,,,,
2024-11-26T08:27:39+00:00,143,22,57,168,45890,2,,,,
2024-11-26T08:27:54+00:00,144,22,57,168,45954,2,,,,
2024-11-26T08:28:10+00:00,145,22,57,177,45890,2,,,,
2024-11-26T08:28:25+00:00,146,22,57,160,45874,2,,,,
2024-11-26T08:28:40+00:00,147,22,57,177,45858,2,,,,
2024-11-26T08:28:56+00:00,148,22,57,168,45954,2,,,,
2024-11-26T08:29:11+00:00,149,22,57,168,45730,2,,,,
2024-11-26T08:29:26+00:00,150,22,57,152,45938,2,,,,
2024-11-26T08:29:42+00:00,151,22,57,160,45890,2,,,,
2024-11-26T08:29:57+00:00,152,22,57,168,45890,2,,,,
2024-11-26T09:07:29+00:00,153,22,57,173,45826,2,,,,
2024-11-26T09:07:44+00:00,154,22,58,155,45842,2,,,,
2024-11-26T09:07:59+00:00,155,22,57,173,45890,2,,,,
2024-11-26T09:08:15+00:00,156,22,57,172,46034,2,,,,
2024-11-26T09:08:30+00:00,157,22,57,156,45874,2,,,,
2024-11-26T09:08:45+00:00,158,22,57,156,45842,2,,,,
2024-11-26T09:09:01+00:00,159,22,57,173,45810,2,,,,
2024-11-26T09:09:16+00:00,160,22,57,173,45890,2,,,,
2024-11-26T09:09:43+00:00,161,22,57,155,45858,2,,,,
2024-11-26T09:09:58+00:00,162,22,57,173,45890,2,,,,
2024-11-26T09:10:13+00:00,163,22,57,154,45890,2,,,,
2024-11-26T09:10:29+00:00,164,22,57,173,45842,2,,,,
2024-11-26T09:10:44+00:00,165,22,57,173,45890,2,,,,
2024-11-26T09:10:59+00:00,166,22,57,170,45874,2,,,,
2024-11-26T09:11:15+00:00,167,22,57,173,46018,2,,,,
2024-11-26T09:11:30+00:00,168,22,57,154,45890,2,,,,
2024-11-26T09:11:45+00:00,169,22,57,173,45970,2,,,,
2024-11-26T09:12:01+00:00,170,22,57,173,45858,2,,,,
2024-11-26T09:12:16+00:00,171,22,57,156,45874,2,,,,
2024-11-26T09:12:32+00:00,172,22,57,173,45970,2,,,,
2024-11-26T09:12:47+00:00,173,22,57,173,45890,2,,,,
2024-11-26T09:13:02+00:00,174,22,57,156,45906,2,,,,
2024-11-26T09:13:18+00:00,175,22,57,173,45826,2,,,,
2024-11-26T09:13:33+00:00,176,22,57,173,45954,2,,,,
2024-11-26T09:13:48+00:00,177,22,57,173,45890,2,,,,
2024-11-26T09:14:04+00:00,178,22,57,156,45810,2,,,,
2024-11-26T09:14:46+00:00,179,22,57,172,45810,2,,,,
2024-11-26T09:15:01+00:00,180,22,57,173,45842,2,,,,
2024-11-26T09:15:17+00:00,181,22,57,155,45922,2,,,,
2024-11-26T09:15:32+00:00,182,22,57,173,45986,2,,,,
2024-11-26T09:20:21+00:00,183,22,60,86,45938,2,,,,
2024-11-26T09:20:36+00:00,184,22,59,17,45890,2,,,,
2024-11-26T09:20:52+00:00,185,22,58,104,45794,2,,,,
2024-11-26T09:21:07+00:00,186,22,59,103,45938,2,,,,
2024-11-26T09:21:22+00:00,187,22,58,35,45938,2,,,,
2024-11-26T09:21:38+00:00,188,22,58,34,45778,2,,,,
2024-11-26T09:21:53+00:00,189,22,72,86,45746,2,,,,
2024-11-26T09:22:08+00:00,190,22,62,69,45826,2,,,,
2024-11-26T09:22:24+00:00,191,22,59,103,45938,2,,,,
2024-11-26T09:22:39+00:00,192,22,58,103,45954,2,,,,
2024-11-26T09:22:55+00:00,193,22,58,103,45874,2,,,,
2024-11-26T09:23:10+00:00,194,22,58,85,45874,2,,,,
2024-11-26T09:23:25+00:00,195,22,57,104,45810,2,,,,
2024-11-26T09:23:40+00:00,196,22,57,104,45826,2,,,,
2024-11-26T09:23:56+00:00,197,22,57,86,45922,2,,,,
2024-11-26T09:24:11+00:00,198,22,57,103,45954,2,,,,
2024-11-26T09:24:26+00:00,199,22,57,103,45890,2,,,,
2024-11-26T09:24:42+00:00,200,22,57,103,45874,2,,,,
2024-11-26T09:24:57+00:00,201,22,57,86,45922,2,,,,
2024-11-26T09:25:12+00:00,202,22,57,103,45922,2,,,,
2024-11-26T09:25:28+00:00,203,22,57,103,46018,2,,,,
2024-11-26T09:25:43+00:00,204,22,57,105,45874,2,,,,
2024-11-26T09:25:58+00:00,205,22,57,86,45922,2,,,,
2024-11-26T09:26:13+00:00,206,22,57,69,45970,2,,,,
2024-11-26T09:26:29+00:00,207,22,57,86,45906,2,,,,
2024-11-26T09:26:44+00:00,208,22,57,105,45778,2,,,,
2024-11-26T09:26:59+00:00,209,22,57,103,45890,2,,,,
2024-11-26T09:27:15+00:00,210,22,57,103,46018,2,,,,
2024-11-26T09:27:30+00:00,211,22,57,105,45874,2,,,,
2024-11-26T09:27:45+00:00,212,22,57,103,45858,2,,,,
2024-11-26T09:28:01+00:00,213,22,57,67,45874,2,,,,
2024-11-26T09:28:16+00:00,214,22,57,86,45842,2,,,,
2024-11-26T09:28:32+00:00,215,22,57,101,45826,2,,,,
2024-11-26T09:28:47+00:00,216,22,57,88,45826,2,,,,
2024-11-26T09:29:02+00:00,217,22,57,101,45858,2,,,,
2024-11-26T09:29:18+00:00,218,22,57,101,45842,2,,,,
2024-11-26T09:29:33+00:00,219,22,57,105,45890,2,,,,
2024-11-26T09:29:48+00:00,220,22,57,101,45922,2,,,,
2024-11-26T09:30:03+00:00,221,22,57,101,45810,2,,,,
2024-11-26T09:30:19+00:00,222,22,57,105,45906,2,,,,
2024-11-26T09:30:34+00:00,223,22,57,88,45858,2,,,,
2024-11-26T09:30:49+00:00,224,22,57,88,45826,2,,,,
2024-11-26T09:31:05+00:00,225,22,57,101,45922,2,,,,
2024-11-26T09:31:20+00:00,226,22,57,84,45890,2,,,,
2024-11-26T09:31:36+00:00,227,22,57,105,45954,2,,,,
2024-11-26T09:31:51+00:00,228,22,57,88,45874,2,,,,
2024-11-26T09:32:06+00:00,229,22,57,101,45874,2,,,,
2024-11-26T09:32:22+00:00,230,22,57,101,45874,2,,,,
2024-11-26T09:32:37+00:00,231,22,57,84,45842,2,,,,
2024-11-26T09:32:52+00:00,232,22,57,101,45810,2,,,,
2024-11-26T09:33:08+00:00,233,22,57,101,45810,2,,,,
2024-11-26T09:33:23+00:00,234,22,57,88,45858,2,,,,
2024-11-26T09:33:38+00:00,235,22,57,105,45858,2,,,,
2024-11-26T09:33:54+00:00,236,22,57,101,45890,2,,,,
2024-11-26T09:34:09+00:00,237,22,57,88,45842,2,,,,
2024-11-26T09:34:24+00:00,238,22,57,84,45874,2,,,,
2024-11-26T09:34:40+00:00,239,22,57,101,45890,2,,,,
2024-11-26T09:34:55+00:00,240,22,57,84,45874,2,,,,
2024-11-26T09:35:11+00:00,241,22,57,84,45826,2,,,,
2024-11-26T09:35:26+00:00,242,22,57,105,45874,2,,,,
2024-11-26T09:35:41+00:00,243,22,57,101,45922,2,,,,
2024-11-26T09:35:57+00:00,244,22,57,105,44978,2,,,,
2024-11-26T09:36:12+00:00,245,22,57,88,44514,2,,,,
2024-11-26T09:36:27+00:00,246,22,57,84,45586,2,,,,
2024-11-26T09:36:43+00:00,247,22,57,88,45794,2,,,,
2024-11-26T09:36:58+00:00,248,22,57,88,45842,2,,,,
2024-11-26T09:37:13+00:00,249,22,57,101,45762,2,,,,
2024-11-26T09:37:29+00:00,250,22,57,93,45634,2,,,,
2024-11-26T09:37:44+00:00,251,22,57,101,45810,2,,,,
2024-11-26T09:38:00+00:00,252,22,57,109,45826,2,,,,
2024-11-26T09:38:15+00:00,253,22,57,101,45842,2,,,,
2024-11-26T09:38:30+00:00,254,22,57,101,45874,2,,,,
2024-11-26T09:38:45+00:00,255,22,57,93,45730,2,,,,
2024-11-26T09:39:01+00:00,256,22,57,101,45874,2,,,,
2024-11-26T09:39:16+00:00,257,22,57,101,45826,2,,,,
2024-11-26T09:39:31+00:00,258,22,57,76,46002,2,,,,
2024-11-26T09:39:47+00:00,259,22,57,109,45762,2,,,,
2024-11-26T09:40:02+00:00,260,22,57,101,45890,2,,,,
2024-11-26T09:40:17+00:00,261,22,57,84,45858,2,,,,
2024-11-26T09:40:33+00:00,262,22,57,109,45954,2,,,,
2024-11-26T09:40:48+00:00,263,22,57,109,45874,2,,,,
2024-11-26T09:41:04+00:00,264,22,57,101,45810,2,,,,
2024-11-26T09:41:19+00:00,265,22,57,109,45890,2,,,,
2024-11-26T09:41:34+00:00,266,22,57,67,45906,2,,,,
2024-11-26T09:41:50+00:00,267,22,57,101,45874,2,,,,
2024-11-26T09:42:05+00:00,268,22,57,101,45842,2,,,,
2024-11-26T09:42:20+00:00,269,22,57,101,42770,2,,,,
2024-11-26T09:42:35+00:00,270,22,57,101,42210,2,,,,
2024-11-26T09:42:51+00:00,271,22,57,101,45826,2,,,,
2024-11-26T09:43:06+00:00,272,22,57,101,45922,2,,,,
2024-11-26T09:43:21+00:00,273,22,57,101,45858,2,,,,
2024-11-26T09:43:37+00:00,274,22,57,101,45922,2,,,,
2024-11-26T09:43:52+00:00,275,22,57,101,45906,2,,,,
2024-11-26T09:44:07+00:00,276,22,57,101,45874,2,,,,
2024-11-26T09:44:22+00:00,277,22,57,109,45154,2,,,,
2024-11-26T09:44:38+00:00,278,22,57,101,45154,2,,,,
2024-11-26T09:44:53+00:00,279,22,57,101,44338,2,,,,
2024-11-26T09:45:08+00:00,280,22,57,93,42610,2,,,,
2024-11-26T09:45:24+00:00,281,22,57,93,43106,2,,,,
2024-11-26T09:45:39+00:00,282,22,57,109,44578,2,,,,
2024-11-26T09:45:54+00:00,283,21,57,109,44690,2,,,,
2024-11-26T09:46:10+00:00,284,22,57,101,42290,2,,,,
2024-11-26T09:46:25+00:00,285,22,57,101,41890,2,,,,
2024-11-26T09:46:40+00:00,286,22,57,101,41170,2,,,,
2024-11-26T09:46:55+00:00,287,22,57,93,40578,2,,,,
2024-11-26T09:47:11+00:00,288,22,57,101,41218,2,,,,
2024-11-26T09:47:26+00:00,289,21,57,101,40402,2,,,,
2024-11-26T09:47:41+00:00,290,22,57,109,39682,2,,,,
2024-11-26T09:47:56+00:00,291,21,57,93,40162,2,,,,
2024-11-26T09:48:12+00:00,292,21,57,101,40498,2,,,,
2024-11-26T09:48:27+00:00,293,22,57,84,40322,2,,,,
2024-11-26T09:48:43+00:00,294,22,57,109,41154,2,,,,
2024-11-26T09:48:58+00:00,295,21,57,101,40914,2,,,,
2024-11-26T09:49:13+00:00,296,22,57,101,40450,2,,,,
2024-11-26T09:49:28+00:00,297,21,57,93,39810,2,,,,
2024-11-26T09:49:44+00:00,298,22,57,101,41154,2,,,,
2024-11-26T09:49:59+00:00,299,21,57,101,43650,2,,,,
2024-11-26T09:50:14+00:00,300,21,57,84,44274,2,,,,
2024-11-26T09:50:30+00:00,301,21,57,101,43634,2,,,,
2024-11-26T09:50:45+00:00,302,21,57,109,42386,2,,,,
2024-11-26T09:51:00+00:00,303,21,57,101,42610,2,,,,
2024-11-26T09:51:16+00:00,304,21,57,101,44722,2,,,,
2024-11-26T09:51:31+00:00,305,21,57,84,45762,2,,,,
2024-11-26T09:51:47+00:00,306,21,57,101,45778,2,,,,
2024-11-26T09:52:02+00:00,307,21,57,93,45842,2,,,,
2024-11-26T09:52:17+00:00,308,21,57,109,45874,2,,,,
2024-11-26T09:52:33+00:00,309,21,57,101,45954,2,,,,
2024-11-26T09:52:48+00:00,310,21,57,109,45874,2,,,,
2024-11-26T09:53:03+00:00,311,21,57,101,45890,2,,,,
2024-11-26T09:53:19+00:00,312,21,57,101,45954,2,,,,
2024-11-26T09:53:34+00:00,313,22,57,101,45794,2,,,,
2024-11-26T09:53:49+00:00,314,21,57,101,45874,2,,,,
2024-11-26T09:54:05+00:00,315,21,57,109,45890,2,,,,
2024-11-26T09:54:20+00:00,316,21,57,101,45906,2,,,,
2024-11-26T09:54:35+00:00,317,21,57,101,45922,2,,,,
2024-11-26T09:54:51+00:00,318,22,57,101,45986,2,,,,
2024-11-26T09:55:06+00:00,319,22,57,101,45906,2,,,,
2024-11-26T09:55:21+00:00,320,21,57,84,45890,2,,,,
2024-11-26T09:55:37+00:00,321,22,57,101,45954,2,,,,
2024-11-26T09:55:52+00:00,322,21,57,84,45746,2,,,,
2024-11-26T09:56:07+00:00,323,22,57,101,45858,2,,,,
2024-11-26T09:56:22+00:00,324,21,57,84,45922,2,,,,
2024-11-26T09:56:38+00:00,325,21,57,101,45890,2,,,,
2024-11-26T09:56:53+00:00,326,21,57,118,45842,2,,,,
2024-11-26T09:57:08+00:00,327,22,57,101,45858,2,,,,
2024-11-26T09:57:24+00:00,328,21,57,101,45890,2,,,,
2024-11-26T09:57:39+00:00,329,21,57,84,45858,2,,,,
2024-11-26T09:57:54+00:00,330,22,57,118,45874,2,,,,
2024-11-26T09:58:10+00:00,331,22,57,84,45970,2,,,,
2024-11-26T09:58:25+00:00,332,21,57,101,45874,2,,,,
2024-11-26T09:58:40+00:00,333,21,57,84,45810,2,,,,
2024-11-26T09:58:56+00:00,334,22,57,101,45922,2,,,,
2024-11-26T09:59:11+00:00,335,22,57,84,45858,2,,,,
2024-11-26T09:59:26+00:00,336,21,57,101,45922,2,,,,
2024-11-26T09:59:42+00:00,337,21,57,101,45874,2,,,,
2024-11-26T09:59:57+00:00,338,21,57,84,45810,2,,,,
2024-11-26T10:00:13+00:00,339,21,57,101,45810,2,,,,
2024-11-26T10:00:28+00:00,340,21,57,101,45938,2,,,,
2024-11-26T10:00:43+00:00,341,21,57,101,45826,2,,,,
2024-11-26T10:00:58+00:00,342,22,57,101,45874,2,,,,
2024-11-26T10:01:14+00:00,343,22,57,101,45874,2,,,,
2024-11-26T10:01:29+00:00,344,21,57,84,45858,2,,,,
2024-11-26T10:01:44+00:00,345,21,57,101,45826,2,,,,
2024-11-26T10:02:00+00:00,346,21,57,118,45842,2,,,,
2024-11-26T10:02:15+00:00,347,21,57,101,45906,2,,,,
2024-11-26T10:02:30+00:00,348,21,57,101,45826,2,,,,
2024-11-26T10:02:53+00:00,349,21,57,84,45874,2,,,,
2024-11-26T10:03:08+00:00,350,21,57,101,45890,2,,,,
2024-11-26T10:03:23+00:00,351,21,57,101,45810,2,,,,
2024-11-26T10:03:39+00:00,352,21,57,84,45890,2,,,,
2024-11-26T10:03:54+00:00,353,21,57,101,45874,2,,,,
2024-11-26T10:04:09+00:00,354,21,57,101,45906,2,,,,
2024-11-26T10:04:25+00:00,355,21,57,118,45890,2,,,,
2024-11-26T10:04:40+00:00,356,21,57,101,45874,2,,,,
2024-11-26T10:04:55+00:00,357,21,57,101,45874,2,,,,
2024-11-26T10:05:11+00:00,358,21,57,101,45842,2,,,,
2024-11-26T10:05:26+00:00,359,21,57,101,45906,2,,,,
2024-11-26T10:05:42+00:00,360,22,59,101,45922,2,,,,
2024-11-26T10:05:57+00:00,361,22,61,101,45890,2,,,,
2024-11-26T10:06:12+00:00,362,22,59,118,45874,2,,,,
2024-11-26T10:06:27+00:00,363,22,58,101,45858,2,,,,
2024-11-26T10:06:43+00:00,364,22,58,84,45906,2,,,,
2024-11-26T10:06:58+00:00,365,22,57,101,45938,2,,,,
2024-11-26T10:07:13+00:00,366,22,57,101,45826,2,,,,
2024-11-26T10:07:29+00:00,367,22,57,101,45874,2,,,,
2024-11-26T10:07:44+00:00,368,22,57,84,45874,2,,,,
2024-11-26T10:07:59+00:00,369,22,57,84,45954,2,,,,
2024-11-26T10:08:15+00:00,370,22,57,101,45810,2,,,,
2024-11-26T10:08:30+00:00,371,22,57,101,45874,2,,,,
2024-11-26T10:08:46+00:00,372,22,57,84,45842,2,,,,
2024-11-26T10:09:01+00:00,373,22,57,101,45906,2,,,,
2024-11-26T10:09:16+00:00,374,22,57,101,45858,2,,,,
2024-11-26T10:09:32+00:00,375,22,57,101,46002,2,,,,
2024-11-26T10:09:47+00:00,376,22,57,84,45810,2,,,,
2024-11-26T10:10:02+00:00,377,22,57,101,45906,2,,,,
2024-11-26T10:10:18+00:00,378,22,57,101,45858,2,,,,
2024-11-26T10:10:33+00:00,379,22,57,84,45954,2,,,,
2024-11-26T10:10:48+00:00,380,22,57,101,45922,2,,,,
2024-11-26T10:11:04+00:00,381,22,57,101,45874,2,,,,
2024-11-26T10:11:19+00:00,382,22,57,101,45906,2,,,,
2024-11-26T10:11:34+00:00,383,22,57,101,45938,2,,,,
2024-11-26T10:11:50+00:00,384,22,57,101,45874,2,,,,
2024-11-26T10:12:05+00:00,385,22,57,101,45890,2,,,,
2024-11-26T10:12:20+00:00,386,22,57,101,45890,2,,,,
2024-11-26T10:12:36+00:00,387,22,57,101,45906,2,,,,
2024-11-26T10:12:51+00:00,388,22,57,84,45938,2,,,,
2024-11-26T10:13:06+00:00,389,22,57,101,45842,2,,,,
2024-11-26T10:13:22+00:00,390,22,57,84,45810,2,,,,
2024-11-26T10:13:37+00:00,391,22,57,101,45794,2,,,,
2024-11-26T10:13:52+00:00,392,22,57,101,45906,2,,,,
2024-11-26T10:14:08+00:00,393,22,57,84,45810,2,,,,
2024-11-26T10:14:23+00:00,394,22,57,84,45922,2,,,,
2024-11-26T10:14:38+00:00,395,22,57,101,45874,2,,,,
2024-11-26T10:14:54+00:00,396,22,57,101,45954,2,,,,
2024-11-26T10:15:09+00:00,397,22,57,101,45922,2,,,,
2024-11-26T10:15:24+00:00,398,22,57,101,45826,2,,,,
2024-11-26T10:15:40+00:00,399,22,57,101,45842,2,,,,
2024-11-26T10:15:55+00:00,400,22,57,101,45906,2,,,,
2024-11-26T10:16:10+00:00,401,21,57,101,45858,2,,,,
2024-11-26T10:16:26+00:00,402,22,57,101,45874,2,,,,
2024-11-26T10:16:41+00:00,403,22,57,101,45842,2,,,,
2024-11-26T10:16:56+00:00,404,22,57,101,45810,2,,,,
